id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
yaiXfc_kFJbKyHXbD62jjQ,bree-thai-restaurant-chicago,Bree Thai Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/EjRaD0wTdGSSC5CwY2yqZQ/o.jpg,False,https://www.yelp.com/biz/bree-thai-restaurant-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,459,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 41.7961464, 'longitude': -87.7625275}","['pickup', 'delivery']",$$,"{'address1': '5306 S Central Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['5306 S Central Ave', 'Chicago, IL 60638']}",+17737673200,(773) 767-3200,14021.033714988576
FMoNA-t4uxss2JA37ZNEJg,high-five-ramen-chicago-4,High Five Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/lHRBLC05pL-tVJuzRKBg7Q/o.jpg,False,https://www.yelp.com/biz/high-five-ramen-chicago-4?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,990,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 41.88370754212763, 'longitude': -87.6487662}","['pickup', 'delivery']",$$,"{'address1': '112 N Green St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['112 N Green St', 'Chicago, IL 60607']}",+13123441749,(312) 344-1749,3383.921050897584
gzhkdb6YoiFm5s3vriG1AA,gretel-chicago,Gretel,https://s3-media1.fl.yelpcdn.com/bphoto/TcPX2gC7mrXzK4qNyQUKgQ/o.jpg,False,https://www.yelp.com/biz/gretel-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,242,"[{'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 41.917275, 'longitude': -87.698577}","['pickup', 'delivery']",$$,"{'address1': '2833 W Armitage Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2833 W Armitage Ave', 'Chicago, IL 60647']}",+17737703427,(773) 770-3427,2186.522107761795
iFDf1pkfWbKeXt3XXehXrA,kin-sushi-and-thai-cuisine-chicago,Kin Sushi & Thai Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/71l_um0U34lut30YE31I0Q/o.jpg,False,https://www.yelp.com/biz/kin-sushi-and-thai-cuisine-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,298,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.90213, 'longitude': -87.6651}","['pickup', 'delivery']",$$,"{'address1': '1132 N Milwaukee Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60642', 'country': 'US', 'state': 'IL', 'display_address': ['1132 N Milwaukee Ave', 'Chicago, IL 60642']}",+17737722722,(773) 772-2722,1102.1290141010195
0-pbGmUaS919BT-KZSQ5_Q,sushi-thaime-oak-lawn-2,Sushi Thaime,https://s3-media3.fl.yelpcdn.com/bphoto/YU2SBGzf01sE2ELWCE7yuw/o.jpg,False,https://www.yelp.com/biz/sushi-thaime-oak-lawn-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,198,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 41.7197, 'longitude': -87.74566}","['pickup', 'delivery']",$$,"{'address1': '4959 W 95th St', 'address2': '', 'address3': '', 'city': 'Oak Lawn', 'zip_code': '60453', 'country': 'US', 'state': 'IL', 'display_address': ['4959 W 95th St', 'Oak Lawn, IL 60453']}",+17084258228,(708) 425-8228,21368.354903511958
VgrorAgVdCR8c6R0aLVgQw,wasabi-restaurant-and-bar-clarendon-hills-2,Wasabi Restaurant & Bar,https://s3-media3.fl.yelpcdn.com/bphoto/QWZqwGJsw_PLY3fN9eos1g/o.jpg,False,https://www.yelp.com/biz/wasabi-restaurant-and-bar-clarendon-hills-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,16,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 41.79596, 'longitude': -87.95399}","['pickup', 'delivery']",,"{'address1': '31 S Prospect Ave', 'address2': '', 'address3': None, 'city': 'Clarendon Hills', 'zip_code': '60514', 'country': 'US', 'state': 'IL', 'display_address': ['31 S Prospect Ave', 'Clarendon Hills, IL 60514']}",+16305371964,(630) 537-1964,25901.76526456771
Tl-s07l-kGVqlpBSBP-__Q,sushi-nest-elmhurst,Sushi Nest,https://s3-media1.fl.yelpcdn.com/bphoto/3tLvblnKCZlt9oL6TVLckg/o.jpg,False,https://www.yelp.com/biz/sushi-nest-elmhurst?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,203,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.9014864902019, 'longitude': -87.9401278495789}","['pickup', 'delivery']",$$,"{'address1': '142 N York Rd', 'address2': None, 'address3': '', 'city': 'Elmhurst', 'zip_code': '60126', 'country': 'US', 'state': 'IL', 'display_address': ['142 N York Rd', 'Elmhurst, IL 60126']}",+16308335088,(630) 833-5088,21716.79842911068
UxhGNpDrPgymVfO9MjsnZA,nano-sushi-chicago-13,Nano Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/ZG22pEBKtkqPtZ2eWK1D5g/o.jpg,False,https://www.yelp.com/biz/nano-sushi-chicago-13?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,171,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 41.953778, 'longitude': -87.6500115}",['delivery'],$$,"{'address1': '3955 N Broadway Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60613', 'country': 'US', 'state': 'IL', 'display_address': ['3955 N Broadway Ave', 'Chicago, IL 60613']}",+17735256266,(773) 525-6266,5873.472227986503
ffvh_whpqJKHDHiVzzDf8w,rock-wrap-and-roll-chicago-5,Rock Wrap & Roll,https://s3-media2.fl.yelpcdn.com/bphoto/0GlN3LxktS0crpcK_z15qQ/o.jpg,False,https://www.yelp.com/biz/rock-wrap-and-roll-chicago-5?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,250,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.921382, 'longitude': -87.66362}","['pickup', 'delivery']",$$,"{'address1': '2187 N Clybourn Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2187 N Clybourn Ave', 'Chicago, IL 60614']}",+17734722800,(773) 472-2800,2150.3317925365104
pzt8A9UJm1yg0K2VHENEzg,ramen-san-deluxe-chicago-5,Ramen-San Deluxe,https://s3-media2.fl.yelpcdn.com/bphoto/LvDx2jJ8sF6W5vb9cwLktg/o.jpg,False,https://www.yelp.com/biz/ramen-san-deluxe-chicago-5?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,483,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 41.894844, 'longitude': -87.622996}","['pickup', 'delivery']",$$,"{'address1': '165 E Huron St', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['165 E Huron St', 'Chicago, IL 60611']}",+13127674075,(312) 767-4075,4675.737236018326
bg20bWGO5cD7A873sEb9kw,silom-12-chicago,Silom 12,https://s3-media4.fl.yelpcdn.com/bphoto/6-ueD1O4tgn0uhKRBbmbmA/o.jpg,False,https://www.yelp.com/biz/silom-12-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,501,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 41.91487, 'longitude': -87.68488}","['pickup', 'delivery']",$$,"{'address1': '1846-48 N Milwaukee Ave', 'address2': 'Ste 48', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['1846-48 N Milwaukee Ave', 'Ste 48', 'Chicago, IL 60647']}",+17734891212,(773) 489-1212,1230.2684447480929
f1P5hZSitUEAC-mtXlBB7w,del-seoul-chicago,Del Seoul,https://s3-media4.fl.yelpcdn.com/bphoto/hlceYDBDZ_113v1Z97HzuA/o.jpg,False,https://www.yelp.com/biz/del-seoul-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,2364,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 41.929444, 'longitude': -87.643016}","['pickup', 'delivery']",$$,"{'address1': '2568 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2568 N Clark St', 'Chicago, IL 60614']}",+17732484227,(773) 248-4227,3944.411852998117
pbEiXam9YJL3neCYHGwLUA,alinea-chicago,Alinea,https://s3-media1.fl.yelpcdn.com/bphoto/aPjzWk2rRr-AQMHxAUrh8Q/o.jpg,False,https://www.yelp.com/biz/alinea-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,2563,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 41.9134194160823, 'longitude': -87.6482384681229}",['delivery'],$$$$,"{'address1': '1723 N Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['1723 N Halsted St', 'Chicago, IL 60614']}",+13128670110,(312) 867-0110,2610.289488504425
lt75G4gVekH_-R7IE5AJ9w,sushi-san-chicago-4,Sushi-San,https://s3-media4.fl.yelpcdn.com/bphoto/NSpXWjQTRjtAOVLNx_jHNg/o.jpg,False,https://www.yelp.com/biz/sushi-san-chicago-4?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,16,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 41.8787, 'longitude': -87.63598}",[],,"{'address1': '233 S Wacker Dr', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60606', 'country': 'US', 'state': 'IL', 'display_address': ['233 S Wacker Dr', 'Chicago, IL 60606']}",+13128280575,(312) 828-0575,4531.707820400138
yuCgD-ure3bVOt4B3-qB4Q,nikko-sushi-jusarang-arlington-heights,Nikko Sushi Jusarang,https://s3-media1.fl.yelpcdn.com/bphoto/KALPqG9CrWAgM9HIvgx51A/o.jpg,False,https://www.yelp.com/biz/nikko-sushi-jusarang-arlington-heights?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,632,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'korean', 'title': 'Korean'}]",4.5,"{'latitude': 42.0425019, 'longitude': -87.9780887}","['pickup', 'delivery']",$$,"{'address1': '282 E Algonquin Rd', 'address2': '', 'address3': '', 'city': 'Arlington Heights', 'zip_code': '60005', 'country': 'US', 'state': 'IL', 'display_address': ['282 E Algonquin Rd', 'Arlington Heights, IL 60005']}",+18473649546,(847) 364-9546,29176.253916994356
zIXZtgiir9CVF-iZeeAvaQ,ramen-san-chicago,RAMEN-SAN,https://s3-media1.fl.yelpcdn.com/bphoto/4TSQCELv2FWXt7ks-HLTQQ/o.jpg,False,https://www.yelp.com/biz/ramen-san-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,2939,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 41.889798, 'longitude': -87.630293}","['pickup', 'delivery']",$$,"{'address1': '59 W Hubbard St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['59 W Hubbard St', 'Chicago, IL 60654']}",+13123779950,(312) 377-9950,4284.319528793847
AdX6QOhzlhoHehzDlZAUyA,raw-ii-chicago-2,Raw II,https://s3-media2.fl.yelpcdn.com/bphoto/3sQRT6a-fN7CQmwWrhgoOA/o.jpg,False,https://www.yelp.com/biz/raw-ii-chicago-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,29,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'poke', 'title': 'Poke'}]",4.0,"{'latitude': 41.92189, 'longitude': -87.66429}","['pickup', 'delivery']",$$,"{'address1': '2203 N Clybourn Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2203 N Clybourn Ave', 'Chicago, IL 60614']}",+17736879887,(773) 687-9887,2162.2331596950735
hOyngb1XVmt85qpNHhRWFQ,bites-asian-kitchen-bar-chicago-3,BITES Asian Kitchen + Bar,https://s3-media1.fl.yelpcdn.com/bphoto/b0VWD_TT01b-o1QtdXR4XQ/o.jpg,False,https://www.yelp.com/biz/bites-asian-kitchen-bar-chicago-3?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,766,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.0,"{'latitude': 41.94221, 'longitude': -87.65209}","['pickup', 'delivery']",$$,"{'address1': '3313 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['3313 N Clark St', 'Chicago, IL 60657']}",+17732705972,(773) 270-5972,4635.336604307411
IFzqwKn-88ohRfhdLg4wKQ,soju-bbq-chicago,SoJu BBQ,https://s3-media4.fl.yelpcdn.com/bphoto/ChQyUTxbj7bXqV_x7t3NdA/o.jpg,False,https://www.yelp.com/biz/soju-bbq-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,255,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",4.0,"{'latitude': 41.8803115441906, 'longitude': -87.6669892108769}","['pickup', 'delivery']",$$,"{'address1': '36 S Ashland', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['36 S Ashland', 'Chicago, IL 60607']}",+13128775206,(312) 877-5206,2903.3371373422824
jDlt7kDkvLIf-v0El5MlYQ,late-night-thai-and-sushi-chicago,Late Night Thai & Sushi,https://s3-media3.fl.yelpcdn.com/bphoto/4Fqebohe5YVrjxK_T0HcGA/o.jpg,False,https://www.yelp.com/biz/late-night-thai-and-sushi-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,128,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.0,"{'latitude': 41.93994, 'longitude': -87.66974}","['pickup', 'delivery']",$,"{'address1': '1624 W Belmont Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60657', 'country': 'US', 'state': 'IL', 'display_address': ['1624 W Belmont Ave', 'Chicago, IL 60657']}",+17733279945,(773) 327-9945,3917.9500594507213
JYiaZL92oKW1vPMxQypvlQ,strings-ramen-hyde-park-chicago,Strings Ramen- Hyde Park,https://s3-media3.fl.yelpcdn.com/bphoto/XfIAJI2Cj8jDBa5VdeqLrg/o.jpg,False,https://www.yelp.com/biz/strings-ramen-hyde-park-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,137,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.0,"{'latitude': 41.79923, 'longitude': -87.58963}","['pickup', 'delivery']",$$,"{'address1': '1453 E 53rd St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60615', 'country': 'US', 'state': 'IL', 'display_address': ['1453 E 53rd St', 'Chicago, IL 60615']}",+17736332797,(773) 633-2797,13850.2211580465
pLvKyBmhi1Z6-GKXS0fhuw,chef-soon-contemporary-sushi-woodridge,Chef Soon Contemporary Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/q2mUQ_mz9A5blQXF3zD6ag/o.jpg,False,https://www.yelp.com/biz/chef-soon-contemporary-sushi-woodridge?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,638,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 41.7689295, 'longitude': -88.0707017}","['pickup', 'delivery']",$$,"{'address1': '6430 Main St', 'address2': 'Ste 150', 'address3': '', 'city': 'Woodridge', 'zip_code': '60517', 'country': 'US', 'state': 'IL', 'display_address': ['6430 Main St', 'Ste 150', 'Woodridge, IL 60517']}",+16302978805,(630) 297-8805,35904.74516838907
4kAC20GPmxkOy7wJOEXb7Q,dragon-sushi-bar-chicago,Dragon Sushi Bar,https://s3-media3.fl.yelpcdn.com/bphoto/2l-JIncZYTLEdr2M2oSxLw/o.jpg,False,https://www.yelp.com/biz/dragon-sushi-bar-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,1,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.88293, 'longitude': -87.63364}","['pickup', 'delivery']",,"{'address1': '39 N Wells St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60606', 'country': 'US', 'state': 'IL', 'display_address': ['39 N Wells St', 'Chicago, IL 60606']}",+13128775321,(312) 877-5321,4421.19202829133
L5WbQIP6EHPIUDbxq7zu2w,asahi-japanese-restaurant-palatine-2,Asahi Japanese Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/6HkQKjhfw4vLF92QBMRadg/o.jpg,False,https://www.yelp.com/biz/asahi-japanese-restaurant-palatine-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,196,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 42.12622, 'longitude': -88.0629451}",['delivery'],$$,"{'address1': '851 N Quentin Rd', 'address2': '', 'address3': '', 'city': 'Palatine', 'zip_code': '60067', 'country': 'US', 'state': 'IL', 'display_address': ['851 N Quentin Rd', 'Palatine, IL 60067']}",+18473597097,(847) 359-7097,40139.11185224898
AVcyeXDCjzVASjZlT_93Ww,sushi-pink-chicago,Sushi Pink,https://s3-media1.fl.yelpcdn.com/bphoto/y56v4V9ftxzdEEYhk9p4vg/o.jpg,False,https://www.yelp.com/biz/sushi-pink-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,261,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'ramen', 'title': 'Ramen'}]",3.5,"{'latitude': 41.882829, 'longitude': -87.650353}","['pickup', 'delivery']",$$,"{'address1': '913 W Washington Blvd', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['913 W Washington Blvd', 'Chicago, IL 60607']}",+13122261666,(312) 226-1666,3363.5289353364465
PZuCxLtl3ff4BlQItPtbaA,abashiri-bloomingdale,Abashiri,https://s3-media2.fl.yelpcdn.com/bphoto/18QleBnfkly9wyGdswRUfg/o.jpg,False,https://www.yelp.com/biz/abashiri-bloomingdale?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,268,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 41.9585826034282, 'longitude': -88.0723593739471}","['pickup', 'delivery']",$$,"{'address1': '185 E Lake St', 'address2': '', 'address3': '', 'city': 'Bloomingdale', 'zip_code': '60108', 'country': 'US', 'state': 'IL', 'display_address': ['185 E Lake St', 'Bloomingdale, IL 60108']}",+16302959502,(630) 295-9502,33177.850396499816
HkUUKDwlIu869ECubV4NfA,tanta-chicago,Tanta,https://s3-media3.fl.yelpcdn.com/bphoto/QcNLNlGEoOLwrXIgdKVmLg/o.jpg,False,https://www.yelp.com/biz/tanta-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,1559,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 41.891861, 'longitude': -87.6320114}","['pickup', 'delivery']",$$$,"{'address1': '118 W Grand Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['118 W Grand Ave', 'Chicago, IL 60654']}",+13122229700,(312) 222-9700,4064.0873002308263
kd2jdFTVbWH2eovIuwKq8Q,ramen-san-whisky-bar-chicago-2,Ramen-San Whisky Bar,https://s3-media4.fl.yelpcdn.com/bphoto/_UcVv2QCi7m3bk3Ebe-gBQ/o.jpg,False,https://www.yelp.com/biz/ramen-san-whisky-bar-chicago-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,335,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'whiskeybars', 'title': 'Whiskey Bars'}]",4.0,"{'latitude': 41.88613, 'longitude': -87.6485051}","['pickup', 'delivery']",$$,"{'address1': '219 N Green St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['219 N Green St', 'Chicago, IL 60607']}",+17736450085,(773) 645-0085,3222.3529070387376
_HgPoizCg-CdGTVi9LjAxA,oishi-sushi-willowbrook,Oishi Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/1nsTVonjze0gz2wU6hrhcA/o.jpg,False,https://www.yelp.com/biz/oishi-sushi-willowbrook?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,231,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 41.773016, 'longitude': -87.949452}","['pickup', 'delivery']",$$,"{'address1': '6300 Kingery Hwy', 'address2': 'Ste 106', 'address3': '', 'city': 'Willowbrook', 'zip_code': '60527', 'country': 'US', 'state': 'IL', 'display_address': ['6300 Kingery Hwy', 'Ste 106', 'Willowbrook, IL 60527']}",+16306558088,(630) 655-8088,26878.941434933902
jdmdYmWi19RvQgj5BpngCA,arami-chicago-7,Arami,https://s3-media3.fl.yelpcdn.com/bphoto/3f0qUp7n8G8Gr4pIEdxCYQ/o.jpg,False,https://www.yelp.com/biz/arami-chicago-7?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,66,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 41.785868, 'longitude': -87.751091}",[],$$,"{'address1': '5700 S Cicero Ave', 'address2': 'Concourse A', 'address3': None, 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['5700 S Cicero Ave', 'Concourse A', 'Chicago, IL 60638']}",,,14589.072897891498
doLPEmNcgdFy4jNJmIGw3A,mizu-sushi-house-orland-park-3,Mizu Sushi House,https://s3-media2.fl.yelpcdn.com/bphoto/q_r1Pr8buFOztbMe1cnJDw/o.jpg,False,https://www.yelp.com/biz/mizu-sushi-house-orland-park-3?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,267,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",3.5,"{'latitude': 41.6532677528745, 'longitude': -87.8569509021207}",['pickup'],$$,"{'address1': '9664 W 131st St', 'address2': '', 'address3': '', 'city': 'Orland Park', 'zip_code': '60462', 'country': 'US', 'state': 'IL', 'display_address': ['9664 W 131st St', 'Orland Park, IL 60462']}",+17086711988,(708) 671-1988,31705.948853152426
